incorrect,correct
0 මම නැටම්ු නටද්දී නුබ ඔහුගෙන් පොතක් දෙවයි,0 මම නැටුම් නටද්දී නුබ ඔහුගෙන් පොතක් දෙවයි
0 මම නැටුම් නටද්දී නුබ ඔහුගෙන් පොතක් ෙවහි,0 මම නැටුම් නටද්දී නුබ ඔහුගෙන් පොතක් දෙවහි
0 මම නැටුම් නටද්දී නුබ ඔහුගෙන් පොතක් දෙවහු,0 මම නැටුම් නටද්දී නුබ ඔහුගෙන් පොතක් දෙවහු
0 මම නැටුම් නටද්දී බු ඔහුගෙන් පොතක් දෙවු,0 මම නැටුම් නටද්දී නුබ ඔහුගෙන් පොතක් දෙවු
0 මම නැටුම් නටද්දී ුනබ ඔහුගෙන් පොතක් දෙහි,0 මම නැටුම් නටද්දී නුබ ඔහුගෙන් පොතක් දෙහි
0 මම නැටුම් නටද්දී නුබ ඔහුගෙන් පොතක් දෙහිවා,0 මම නැටුම් නටද්දී නුබ ඔහුගෙන් පොතක් දෙහිවා
0 ම නැටුම් නටද්දී නු ඔහුගෙන් පොතක් දෙහු,0 මම නැටුම් නටද්දී නුබ ඔහුගෙන් පොතක් දෙහු
0 මම නැටුම් නටද්දී නු ඔහුගෙන් පොතක් දෙහුවා,0 මම නැටුම් නටද්දී නුබ ඔහුගෙන් පොතක් දෙහුවා
0 මම නැටුම් නටද්දී නුබ ඔහුෙන් පොතක් දෙනලදී,0 මම නැටුම් නටද්දී නුබ ඔහුගෙන් පොතක් දෙනලදී
0 මම නැටුම් නටද්දී නුබ ඔහුගෙන් පොතක් දුන්නෙමි,0 මම නැටුම් නටද්දී නුබ ඔහුගෙන් පොතක් දුන්නෙමි
0 මම නැටුම් නටද්දී නුබ ඔහුගෙන් පොතක් ුදන්නෙු,0 මම නැටුම් නටද්දී නුබ ඔහුගෙන් පොතක් දුන්නෙමු
0 මම නැටුම් නටදද්ී නුබ ඔහුගෙන් පොතක් දුන්නෙහි,0 මම නැටුම් නටද්දී නුබ ඔහුගෙන් පොතක් දුන්නෙහි
0 මම නැටුම් ටද්දී නුබ ඔහුෙන් පොතක් දුන්නෙහු,0 මම නැටුම් නටද්දී නුබ ඔහුගෙන් පොතක් දුන්නෙහු
0 මම නැුම් නටද්දී නුබ ඔහුගෙන් පොතක් දුන්නයේ,0 මම නැටුම් නටද්දී නුබ ඔහුගෙන් පොතක් දුන්නේය
0 මම නැටුම් නටදද්ී නුබ ඔහුෙන් පොතක් දුන්නාය,0 මම නැටුම් නටද්දී නුබ ඔහුගෙන් පොතක් දුන්නාය
0 මම නැටුම් නටද්දී නුබ ඔහුගනේ පොතක් දුන්නෝය,0 මම නැටුම් නටද්දී නුබ ඔහුගෙන් පොතක් දුන්නෝය
0 මම නැටුම් නටද්දී නුබ ඔහුගෙන් පොතක් දවේ,0 මම නැටුම් නටද්දී නුබ ඔහුගෙන් පොතක් දෙවේ
0 මම නැටුම් නටද්දී නුබ ඔහුගෙන් පොත්ක දෙවෙමි,0 මම නැටුම් නටද්දී නුබ ඔහුගෙන් පොතක් දෙවෙමි
0 මම නැටුම් නටද්දී නුබ ඔහුගෙන් ොතක දෙවෙමු,0 මම නැටුම් නටද්දී නුබ ඔහුගෙන් පොතක් දෙවෙමු
0 මම නැටුම් නටද්දී නුබ ඔහුගෙන් පොත් දෙෙවහි,0 මම නැටුම් නටද්දී නුබ ඔහුගෙන් පොතක් දෙවෙහි
0 මම නැටුම් නද්දී නුබ ඔහුගෙන් පොත්ක දෙවෙහු,0 මම නැටුම් නටද්දී නුබ ඔහුගෙන් පොතක් දෙවෙහු
0 මම නටැුම් නටද්දී නුබ ඔහුගෙන් පොතක් දෙවෙයි,0 මම නැටුම් නටද්දී නුබ ඔහුගෙන් පොතක් දෙවෙයි
0 මම නැටුම් නටද්දී නුබ ඔහුගෙන පොත් දෙවෙති,0 මම නැටුම් නටද්දී නුබ ඔහුගෙන් පොතක් දෙවෙති
0 මම නැටුම් නටද්දී නුබලා ඔහුගේ පොකත් දෙති,0 මම නැටුම් නටද්දී නුබලා ඔහුගෙන් පොතක් දෙති
0 මම නැටුම් නටද්දී නුබලා ඔහුගෙන පොතක් දේවා,0 මම නැටුම් නටද්දී නුබලා ඔහුගෙන් පොතක් දෙත්වා
0 මම නැටුම් නටද්දී නුලා ඔහුගෙන් පොතක් දෙනවා,0 මම නැටුම් නටද්දී නුබලා ඔහුගෙන් පොතක් දෙනවා
0 මම නැුටම් නටද්දී නුබලා ඔහුගෙන් පොතක් දෙනවාලා,0 මම නැටුම් නටද්දී නුබලා ඔහුගෙන් පොතක් දෙනවාලා
0 මම නැටුම් නටද්දී නුබලා ඔහුගෙන් පොතක් දෙුන,0 මම නැටුම් නටද්දී නුබලා ඔහුගෙන් පොතක් දෙනු
0 මම නැටුම් නටද්දී නුබල ඔහුගෙන් පොතක් දෙන්න,0 මම නැටුම් නටද්දී නුබලා ඔහුගෙන් පොතක් දෙන්න
0 මම නැටුම් නටද්දී ුනබලා ඔහුගේ පොතක් දෙන්නීය,0 මම නැටුම් නටද්දී නුබලා ඔහුගෙන් පොතක් දෙන්නීය
0 මම නැටුම් නටද්දී නුබලා ඔහුගෙන් පොතක් දෙන්නමි,0 මම නැටුම් නටද්දී නුබලා ඔහුගෙන් පොතක් දෙන්නෙමි
0 මම නැටුම් නටද්දී නුබලා ඔහුගෙන් පොතක් දෙන්නමිවා,0 මම නැටුම් නටද්දී නුබලා ඔහුගෙන් පොතක් දෙන්නෙමිවා
0 මම නැටුම් නටද්ීද නුබලා ඔහුගෙන් පොතක් දෙන්නෙමු,0 මම නැටුම් නටද්දී නුබලා ඔහුගෙන් පොතක් දෙන්නෙමු
0 මම නැටුම් නටද්දී නුබලා ඔහුගෙන් පතක් දෙන්නෙමුවා,0 මම නැටුම් නටද්දී නුබලා ඔහුගෙන් පොතක් දෙන්නෙමුවා
